date,sp500_22d_fwd_target,small_cap_22d_fwd_target,10y_treasury_22d_fwd_target,gold_22d_fwd_target,commodity_22d_fwd_target
2017-06-30,0.6985703706741333,0.28103142976760864,0.3609100580215454,0.6347175240516663,1.0045201778411865
2017-07-31,0.6362366676330566,0.3806934654712677,0.21144644916057587,1.013412356376648,0.764370858669281
2017-08-31,0.5207239389419556,0.8742513656616211,0.9315273761749268,0.23447246849536896,0.3854685127735138
2017-09-29,0.8767156004905701,0.3353418707847595,0.8795382976531982,0.20954643189907074,0.7048054337501526
2017-10-31,0.756842315196991,1.0014135837554932,0.26303839683532715,0.5401566624641418,0.39504340291023254
2017-11-30,0.7345963716506958,0.2039298713207245,0.4635832607746124,0.698015034198761,0.9083094596862793
2017-12-29,0.80012446641922,0.2574281096458435,0.9858033061027527,0.5460652709007263,0.39200177788734436
2018-01-31,0.2060709446668625,0.3770158290863037,0.9554067850112915,0.7230563759803772,0.7198390960693359
2018-02-28,0.4364769458770752,0.7673845291137695,0.19831132888793945,0.9722728133201599,0.6464812159538269
2018-03-30,0.4119114577770233,0.5797168016433716,1.0135481357574463,0.28477978706359863,0.7169719934463501
2018-04-30,0.6722691655158997,0.9866661429405212,0.22787140309810638,0.4112691879272461,0.6813315749168396
2018-05-31,0.8139210343360901,0.8178918957710266,0.8290929794311523,0.2986076772212982,0.215147003531456
2018-06-29,0.8678827285766602,0.5602455735206604,0.9623287916183472,0.21299421787261963,0.4325098991394043
2018-07-31,0.7788664102554321,0.9767302870750427,0.17818424105644226,0.48994529247283936,0.5352808237075806
2018-08-31,0.6007699966430664,0.1427573561668396,0.9618447422981262,0.43487095832824707,0.8282626867294312
2018-09-28,0.41755279898643494,0.27239754796028137,0.7945846319198608,0.921149492263794,0.6111010909080505
2018-10-31,0.9662328958511353,0.7597434520721436,0.20795881748199463,0.6412168741226196,0.4002084732055664
2018-11-30,0.5533274412155151,0.2882382869720459,0.31354042887687683,0.9692955613136292,0.8217658996582031
2018-12-31,0.8938766717910767,1.008528709411621,0.26398706436157227,0.2295418381690979,0.6218252182006836
2019-01-31,0.7592165470123291,1.0155879259109497,0.6412094831466675,0.2600243091583252,0.40143388509750366
2019-02-28,1.0159823894500732,0.44474297761917114,0.15404179692268372,0.5785186886787415,0.7319706678390503
2019-03-29,0.7329279184341431,0.6097227334976196,1.0280455350875854,0.31971031427383423,0.32531964778900146
2019-04-30,0.6066667437553406,0.3500320315361023,0.23610500991344452,0.9592427611351013,0.7966574430465698
2019-05-31,0.771022379398346,0.6497323513031006,0.21959719061851501,0.9931514859199524,0.41605377197265625
2019-06-28,0.8955740928649902,0.5408011674880981,0.9150029420852661,0.5386970639228821,0.10681075602769852
2019-07-31,0.6576241254806519,0.4589242935180664,0.24254480004310608,0.976645827293396,0.6754463911056519
2019-08-30,0.6540722846984863,0.7401772141456604,0.9980162978172302,0.23680326342582703,0.3813461661338806
2019-09-30,0.5471721291542053,0.8135154843330383,0.9610143899917603,0.20114809274673462,0.45695245265960693
2019-10-31,0.7887088060379028,1.0063148736953735,0.5155730247497559,0.4336586892604828,0.24870437383651733
2019-11-29,0.3487130403518677,0.22627685964107513,0.9878352880477905,0.7611107230186462,0.6757409572601318
2019-12-31,0.8215371966362,0.6728130578994751,0.1888677477836609,0.9754211902618408,0.3908312916755676
2020-01-31,0.7028756737709045,0.43823254108428955,0.252219557762146,1.0201818943023682,0.6679713726043701
2020-02-28,0.6241318583488464,0.4313187897205353,0.1990056186914444,1.0426822900772095,0.6121736764907837
2020-03-31,0.7099959254264832,1.0153825283050537,0.4228224754333496,0.5525736212730408,0.17257387936115265
