date,sp500_22d_fwd_target,small_cap_22d_fwd_target,10y_treasury_22d_fwd_target,gold_22d_fwd_target,commodity_22d_fwd_target
2017-06-30,0.5630336450124218,0.6066182535210819,0.530068974838692,0.7216773523912879,0.683996527437158
2017-07-31,0.6123639331459826,0.5768831450882398,0.4314345734086888,0.7453773518330882,0.593873491096899
2017-08-31,0.5992795176436587,0.7072014427305974,0.7049219446829053,0.4891462009212618,0.528102302795757
2017-09-29,0.6117611533824132,0.5706296607746187,0.6653192152514122,0.4928563234961678,0.6049697800665621
2017-10-31,0.6631382476756116,0.7494053005911316,0.48466562795754353,0.6157685357591768,0.49998812774914614
2017-11-30,0.5887178406686927,0.5557235109396941,0.5371759753058296,0.7056851127893807,0.6706019565569697
2017-12-29,0.6066392253415118,0.6591363851621775,0.6705055335086877,0.6611860836121319,0.6152852772309849
2018-01-31,0.6099026462113404,0.5391843965369526,0.6694077220362586,0.6112292805421842,0.626619555637486
2018-02-28,0.5893730188198888,0.6041992656917871,0.4354173911521925,0.7075172689687397,0.554764646842007
2018-03-30,0.548187965266513,0.6057803780328438,0.7118025657728068,0.5012300470765074,0.6441771604422875
2018-04-30,0.6618879667769757,0.7509486082493362,0.4361115458252088,0.553498609974615,0.578365646243549
2018-05-31,0.6759325238615248,0.6555034918966613,0.5620784560821108,0.48275781536775575,0.47849434694137366
2018-06-29,0.6445233026667002,0.6854148291982515,0.6862125911870307,0.48132626880880286,0.5034265418541565
2018-07-31,0.6944082513555516,0.7582976899997863,0.4450476049794509,0.5463084932075574,0.49708131278159057
2018-08-31,0.5667348961208737,0.5379539956865836,0.7125567822608854,0.5512062033825764,0.643475091572385
2018-09-28,0.5538904266359328,0.5138806617724496,0.5652670139388868,0.7295722958038566,0.6323937366403665
2018-10-31,0.6916565492851664,0.7114074456918869,0.4557387737304573,0.6007269298641634,0.4966683288391281
2018-11-30,0.6048341979065368,0.5677448626006838,0.46157040393003546,0.7416350572288117,0.519947927054626
2018-12-31,0.6206007585261024,0.7509323188240697,0.4848216253064255,0.5951208266933026,0.5774018279621462
2019-01-31,0.6631154722937886,0.7564837342600775,0.5849122505078838,0.4846280177008222,0.4977666589395249
2019-02-28,0.7029844497745235,0.565122703267207,0.43967186980727696,0.6061633045842604,0.5927597480409025
2019-03-29,0.6418980421687045,0.694127411443319,0.7034962013318876,0.4800345997372476,0.49633607973916855
2019-04-30,0.5947696133770628,0.5463361730244878,0.44866614070815,0.7056194245519624,0.633365717505339
2019-05-31,0.669493048558767,0.7496540977620783,0.43445551362390505,0.6860051090370924,0.5202611973266547
2019-06-28,0.6585768066125895,0.7218322488997931,0.6729466578901526,0.6139930251870902,0.4934447686130899
2019-07-31,0.5903503645822635,0.5503594827500332,0.4383918390944324,0.7432836911618378,0.6231652853606753
2019-08-30,0.6496268926048091,0.6923739418307691,0.7077980160517676,0.482939560538077,0.5204455924003619
2019-09-30,0.6124230288208796,0.6838535687095527,0.7082898123844757,0.4851306797416694,0.5427926979071436
2019-10-31,0.7010583550154722,0.7410177521128802,0.48549311270117274,0.4975997356338074,0.4811345736362023
2019-11-29,0.5417906156467925,0.6140059442043658,0.6858930574856117,0.6865955003719213,0.6363574205622148
2019-12-31,0.6603066473285581,0.6515556250526034,0.4496544977766617,0.7416257935261641,0.5003224273730863
2020-01-31,0.6270717320164624,0.5525729953271399,0.4380526521714346,0.7264682973761454,0.6039290363846969
2020-02-28,0.6306842535292977,0.5673299540237436,0.4589784810553047,0.6879640967361901,0.5266023401607429
2020-03-31,0.6846449876899395,0.7435190326834613,0.4301039863086553,0.6869204910917358,0.4905604723563662
2020-04-30,0.5986437074657095,0.623034320245999,0.6414658252264538,0.6075518147913725,0.6442641823301147
2020-05-29,0.585477129171734,0.6276042832446858,0.42903023689191294,0.7262194101005255,0.6732911561245636
2020-06-30,0.6224561090011724,0.7473794040236803,0.4295020293111212,0.6883825786417332,0.6227061427634979
2020-07-31,0.6085232891669141,0.670530077576559,0.6778768410811845,0.5615955402037235,0.6212539978943427
2020-08-31,0.6382427726888749,0.5878826571234562,0.4468381123462206,0.6512846572687768,0.5829725871061243
2020-09-30,0.5632348976140897,0.6896197311935518,0.706744198297506,0.487375289265242,0.601103185195348
2020-10-30,0.6672056940595908,0.7453090759652021,0.511053937888055,0.4862595592763159,0.5673420087423855
2020-11-30,0.547862510142114,0.7047533346621877,0.6821348575359503,0.6804304441116756,0.553879161801084
2020-12-31,0.5572237683036744,0.6908620102595705,0.7068396489032915,0.48385562549983596,0.605368558177119
2021-01-29,0.5797528423802808,0.7016652730847807,0.7097086310776458,0.47819597605469005,0.6142962013337382
2021-02-26,0.653900076670394,0.6409599883794765,0.7109572664922132,0.48626388227262735,0.503836537917645
2021-03-31,0.6189112567448976,0.6994969107708908,0.43537044794624724,0.6844742584182287,0.6241388013181267
2021-04-30,0.5872176954210131,0.5601569838419871,0.4446635383395224,0.7396102402582296,0.6744129244690764
2021-05-31,0.7041850786697573,0.715542202570565,0.4949091433313377,0.5521916728389006,0.5223685240791371
2021-06-30,0.5931440868840558,0.563005604421576,0.43313325265288244,0.738860740299624,0.6597630465146045
2021-07-30,0.698910030609083,0.7038668356828158,0.5593937528921806,0.47745597840755255,0.4921374700802453
2021-08-31,0.547075099999843,0.5540560873072741,0.710134033166919,0.525851830853428,0.6416917368088101
2021-09-30,0.654521228444681,0.6521529354504864,0.4810231920082196,0.7006707274709012,0.6191147946825295
2021-10-29,0.7075997229472312,0.6137555341001463,0.48244788987841614,0.5967306666720186,0.5130306793317371
2021-11-30,0.6776890851853165,0.621579998102918,0.48859260907622737,0.6928871707054903,0.5757784571789325
2021-12-31,0.5414967758711111,0.5087900798480554,0.7096939945146625,0.6158883695602603,0.652476801506548
2022-01-31,0.5927751144459018,0.6033314209592496,0.44154396917204863,0.7170813217478484,0.6878286935116932
2022-02-28,0.6131584514763113,0.6580423029063479,0.7022177743601848,0.5404588909612578,0.6293510541747404
2022-03-31,0.5389530254361413,0.5047896410654162,0.7145188222788146,0.6192346775605215,0.6460811413210636
2022-04-29,0.5919618007166401,0.5546322834922863,0.44404777401767387,0.6072569778561755,0.6869002208806947
2022-05-31,0.6160892998047685,0.5095315303564318,0.7162452162743218,0.6175184401214764,0.5406436146534361
2022-06-30,0.6907972946799025,0.7472264552529189,0.4472598391524045,0.5489175532625186,0.5177512326779362
2022-07-29,0.5334441117678114,0.5882954314590261,0.7175523704704049,0.5023584536739039,0.647915855744812
2022-08-31,0.6130460512812759,0.5160330552251218,0.7165157112474017,0.5660949704772313,0.5359527367865526
2022-09-30,0.6453042010692507,0.7180606127032065,0.6982061568383259,0.4745516174399087,0.5222512562302782
2022-10-31,0.5877704955860518,0.5552029586698248,0.44055289372357986,0.7332953880048042,0.6839372858128091
2022-11-30,0.5939998678986652,0.5857456861286043,0.631469257364636,0.7290775292986628,0.5918750426071993
2022-12-30,0.6829434945850641,0.7421602802003535,0.4391657134380229,0.6815629794042525,0.5082115107193818
2023-01-31,0.617997242814691,0.6949907050616067,0.7180605484555147,0.5123762851723034,0.48148587919504826
2023-02-28,0.6878823171302585,0.5429568650659231,0.44294835026750007,0.7349742783977782,0.6260070138560621
2023-03-31,0.7050252210671052,0.6268707294962236,0.513173008832179,0.5525856302010232,0.5015609043567955
2023-04-28,0.6628915958790428,0.6947145122090591,0.7169499139072993,0.478184283808376,0.47770830972094736
2023-05-31,0.6461630037200663,0.7466374891820377,0.5920319004501421,0.4781077692643322,0.5269513321534757
2023-06-30,0.6025947890483005,0.7302864044360704,0.5298167859749306,0.6287935168532558,0.6220432130627249
2023-07-31,0.5724464775756362,0.5203192318985849,0.6811458948976563,0.6419752306134023,0.6239029780125298
2023-08-31,0.5581882436332869,0.5001421744143936,0.7207717550780176,0.562890963490203,0.6355131160750813
2023-09-29,0.5508299723308144,0.49680952999611455,0.6417621560413718,0.6674304127888161,0.6369917154594499
2023-10-31,0.6823011942713672,0.7455334520572318,0.44273526083972015,0.5687042845335463,0.5013789701998876
2023-11-30,0.6897808970402249,0.745077601214779,0.4413582363576133,0.5726533424451281,0.49057901560797196
2023-12-29,0.6642980929805231,0.5830788958667549,0.7165625951056466,0.587336342259701,0.5720296401276803
2024-01-31,0.652293943782505,0.7046663753608999,0.6466501031786392,0.5439034637210439,0.4813837687347436
2024-02-29,0.6305315076156083,0.705248412606114,0.47501485822715667,0.6946920722982196,0.573980356157491
2024-03-29,0.5298846081092219,0.4965381107659154,0.6889680110405026,0.6590611751918843,0.6483686979043815
2024-04-30,0.6331887174798435,0.6304045806992893,0.4869027076686184,0.49399805216813886,0.6359927479635041
2024-05-31,0.7095191414483908,0.6179315771350488,0.5199898605205173,0.5741447248671712,0.5133499663508344
